originregion_id,originregion_name,destinationregion_id,destinationregion_name,regionflow_1990,regionflow_1995,regionflow_2000,regionflow_2005,xxx,origin_iso,origin_name,destination_iso,destination_name,countryflow_1990,countryflow_1995,countryflow_2000,countryflow_2005,origin_show,destination_show
6,Chad,11,Dubov,0,0,0,1029000,,Chad,Chad,Dubov,Dubov,0,0,0,1029000,1,1
6,Chad,14,Dylan,0,0,0,472000,,Chad,Chad,Dylan,Dylan,0,0,0,472000,1,1
6,Chad,2,Erik,0,0,0,1841000,,Chad,Chad,Erik,Erik,0,0,0,1841000,1,1
6,Chad,7,Houman,0,0,0,124000,,Chad,Chad,Houman,Houman,0,0,0,124000,1,1
6,Chad,3,Ian,0,0,0,837000,,Chad,Chad,Ian,Ian,0,0,0,837000,1,1
6,Chad,0,Jimmy,0,0,0,19000,,Chad,Chad,Jimmy,Jimmy,0,0,0,19000,1,1
6,Chad,10,Mark,0,0,0,627000,,Chad,Chad,Mark,Mark,0,0,0,627000,1,1
6,Chad,13,Matt,0,0,0,528000,,Chad,Chad,Matt,Matt,0,0,0,528000,1,1
6,Chad,4,Rengel,0,0,0,436000,,Chad,Chad,Rengel,Rengel,0,0,0,436000,1,1
6,Chad,1,Scott,0,0,0,2000,,Chad,Chad,Scott,Scott,0,0,0,2000,1,1
12,Clayton,15,Brock,0,0,0,137000,,Clayton,Clayton,Brock,Brock,0,0,0,137000,1,1
12,Clayton,9,Cam,0,0,0,61000,,Clayton,Clayton,Cam,Cam,0,0,0,61000,1,1
12,Clayton,6,Chad,0,0,0,143000,,Clayton,Clayton,Chad,Chad,0,0,0,143000,1,1
12,Clayton,12,Clayton,0,0,0,800000,,Clayton,Clayton,Clayton,Clayton,0,0,0,800000,1,1
12,Clayton,8,Dehaan,0,0,0,14000,,Clayton,Clayton,Dehaan,Dehaan,0,0,0,14000,1,1
12,Clayton,11,Dubov,0,0,0,232000,,Clayton,Clayton,Dubov,Dubov,0,0,0,232000,1,1
12,Clayton,14,Dylan,0,0,0,40000,,Clayton,Clayton,Dylan,Dylan,0,0,0,40000,1,1
12,Clayton,2,Erik,0,0,0,335000,,Clayton,Clayton,Erik,Erik,0,0,0,335000,1,1
12,Clayton,7,Houman,0,0,0,23000,,Clayton,Clayton,Houman,Houman,0,0,0,23000,1,1
12,Clayton,3,Ian,0,0,0,101000,,Clayton,Clayton,Ian,Ian,0,0,0,101000,1,1
12,Clayton,0,Jimmy,0,0,0,1000,,Clayton,Clayton,Jimmy,Jimmy,0,0,0,1000,1,1
12,Clayton,10,Mark,0,0,0,105000,,Clayton,Clayton,Mark,Mark,0,0,0,105000,1,1
12,Clayton,13,Matt,0,0,0,117000,,Clayton,Clayton,Matt,Matt,0,0,0,117000,1,1
12,Clayton,4,Rengel,0,0,0,84000,,Clayton,Clayton,Rengel,Rengel,0,0,0,84000,1,1
8,Dehaan,15,Brock,0,0,0,64000,,Dehaan,Dehaan,Brock,Brock,0,0,0,64000,1,1
8,Dehaan,9,Cam,0,0,0,63000,,Dehaan,Dehaan,Cam,Cam,0,0,0,63000,1,1
8,Dehaan,6,Chad,0,0,0,232000,,Dehaan,Dehaan,Chad,Chad,0,0,0,232000,1,1
8,Dehaan,12,Clayton,0,0,0,18000,,Dehaan,Dehaan,Clayton,Clayton,0,0,0,18000,1,1
8,Dehaan,8,Dehaan,0,0,0,309000,,Dehaan,Dehaan,Dehaan,Dehaan,0,0,0,309000,1,1
8,Dehaan,11,Dubov,0,0,0,101000,,Dehaan,Dehaan,Dubov,Dubov,0,0,0,101000,1,1
8,Dehaan,14,Dylan,0,0,0,84000,,Dehaan,Dehaan,Dylan,Dylan,0,0,0,84000,1,1
8,Dehaan,2,Erik,0,0,0,184000,,Dehaan,Dehaan,Erik,Erik,0,0,0,184000,1,1
8,Dehaan,7,Houman,0,0,0,28000,,Dehaan,Dehaan,Houman,Houman,0,0,0,28000,1,1
8,Dehaan,3,Ian,0,0,0,94000,,Dehaan,Dehaan,Ian,Ian,0,0,0,94000,1,1
8,Dehaan,10,Mark,0,0,0,70000,,Dehaan,Dehaan,Mark,Mark,0,0,0,70000,1,1
8,Dehaan,13,Matt,0,0,0,56000,,Dehaan,Dehaan,Matt,Matt,0,0,0,56000,1,1
8,Dehaan,4,Rengel,0,0,0,60000,,Dehaan,Dehaan,Rengel,Rengel,0,0,0,60000,1,1
8,Dehaan,1,Scott,0,0,0,1000,,Dehaan,Dehaan,Scott,Scott,0,0,0,1000,1,1
11,Dubov,15,Brock,0,0,0,503000,,Dubov,Dubov,Brock,Brock,0,0,0,503000,1,1
11,Dubov,9,Cam,0,0,0,491000,,Dubov,Dubov,Cam,Cam,0,0,0,491000,1,1
11,Dubov,6,Chad,0,0,0,1008000,,Dubov,Dubov,Chad,Chad,0,0,0,1008000,1,1
11,Dubov,12,Clayton,0,0,0,230000,,Dubov,Dubov,Clayton,Clayton,0,0,0,230000,1,1
11,Dubov,8,Dehaan,0,0,0,90000,,Dubov,Dubov,Dehaan,Dehaan,0,0,0,90000,1,1
11,Dubov,11,Dubov,0,0,0,2545000,,Dubov,Dubov,Dubov,Dubov,0,0,0,2545000,1,1
11,Dubov,14,Dylan,0,0,0,188000,,Dubov,Dubov,Dylan,Dylan,0,0,0,188000,1,1
11,Dubov,2,Erik,0,0,0,1719000,,Dubov,Dubov,Erik,Erik,0,0,0,1719000,1,1
11,Dubov,7,Houman,0,0,0,142000,,Dubov,Dubov,Houman,Houman,0,0,0,142000,1,1
11,Dubov,3,Ian,0,0,0,703000,,Dubov,Dubov,Ian,Ian,0,0,0,703000,1,1
11,Dubov,0,Jimmy,0,0,0,15000,,Dubov,Dubov,Jimmy,Jimmy,0,0,0,15000,1,1
11,Dubov,5,Kimble,0,0,0,3000,,Dubov,Dubov,Kimble,Kimble,0,0,0,3000,1,1
11,Dubov,10,Mark,0,0,0,656000,,Dubov,Dubov,Mark,Mark,0,0,0,656000,1,1
11,Dubov,13,Matt,0,0,0,482000,,Dubov,Dubov,Matt,Matt,0,0,0,482000,1,1
11,Dubov,4,Rengel,0,0,0,527000,,Dubov,Dubov,Rengel,Rengel,0,0,0,527000,1,1
11,Dubov,1,Scott,0,0,0,2000,,Dubov,Dubov,Scott,Scott,0,0,0,2000,1,1
14,Dylan,15,Brock,0,0,0,149000,,Dylan,Dylan,Brock,Brock,0,0,0,149000,1,1
14,Dylan,9,Cam,0,0,0,116000,,Dylan,Dylan,Cam,Cam,0,0,0,116000,1,1
14,Dylan,6,Chad,0,0,0,488000,,Dylan,Dylan,Chad,Chad,0,0,0,488000,1,1
14,Dylan,12,Clayton,0,0,0,50000,,Dylan,Dylan,Clayton,Clayton,0,0,0,50000,1,1
14,Dylan,8,Dehaan,0,0,0,97000,,Dylan,Dylan,Dehaan,Dehaan,0,0,0,97000,1,1
14,Dylan,11,Dubov,0,0,0,194000,,Dylan,Dylan,Dubov,Dubov,0,0,0,194000,1,1
14,Dylan,14,Dylan,0,0,0,947000,,Dylan,Dylan,Dylan,Dylan,0,0,0,947000,1,1
14,Dylan,2,Erik,0,0,0,427000,,Dylan,Dylan,Erik,Erik,0,0,0,427000,1,1
14,Dylan,7,Houman,0,0,0,63000,,Dylan,Dylan,Houman,Houman,0,0,0,63000,1,1
14,Dylan,3,Ian,0,0,0,359000,,Dylan,Dylan,Ian,Ian,0,0,0,359000,1,1
14,Dylan,0,Jimmy,0,0,0,7000,,Dylan,Dylan,Jimmy,Jimmy,0,0,0,7000,1,1
14,Dylan,5,Kimble,0,0,0,2000,,Dylan,Dylan,Kimble,Kimble,0,0,0,2000,1,1
14,Dylan,10,Mark,0,0,0,211000,,Dylan,Dylan,Mark,Mark,0,0,0,211000,1,1
14,Dylan,13,Matt,0,0,0,180000,,Dylan,Dylan,Matt,Matt,0,0,0,180000,1,1
14,Dylan,4,Rengel,0,0,0,115000,,Dylan,Dylan,Rengel,Rengel,0,0,0,115000,1,1
14,Dylan,1,Scott,0,0,0,1000,,Dylan,Dylan,Scott,Scott,0,0,0,1000,1,1
2,Erik,15,Brock,0,0,0,768000,,Erik,Erik,Brock,Brock,0,0,0,768000,1,1
2,Erik,9,Cam,0,0,0,571000,,Erik,Erik,Cam,Cam,0,0,0,571000,1,1
2,Erik,6,Chad,0,0,0,1865000,,Erik,Erik,Chad,Chad,0,0,0,1865000,1,1
2,Erik,12,Clayton,0,0,0,308000,,Erik,Erik,Clayton,Clayton,0,0,0,308000,1,1
2,Erik,8,Dehaan,0,0,0,184000,,Erik,Erik,Dehaan,Dehaan,0,0,0,184000,1,1
2,Erik,11,Dubov,0,0,0,1659000,,Erik,Erik,Dubov,Dubov,0,0,0,1659000,1,1
2,Erik,14,Dylan,0,0,0,443000,,Erik,Erik,Dylan,Dylan,0,0,0,443000,1,1
2,Erik,2,Erik,0,0,0,6050000,,Erik,Erik,Erik,Erik,0,0,0,6050000,1,1
2,Erik,7,Houman,0,0,0,239000,,Erik,Erik,Houman,Houman,0,0,0,239000,1,1
2,Erik,3,Ian,0,0,0,1358000,,Erik,Erik,Ian,Ian,0,0,0,1358000,1,1
2,Erik,0,Jimmy,0,0,0,6000,,Erik,Erik,Jimmy,Jimmy,0,0,0,6000,1,1
2,Erik,5,Kimble,0,0,0,1000,,Erik,Erik,Kimble,Kimble,0,0,0,1000,1,1
2,Erik,10,Mark,0,0,0,839000,,Erik,Erik,Mark,Mark,0,0,0,839000,1,1
2,Erik,13,Matt,0,0,0,956000,,Erik,Erik,Matt,Matt,0,0,0,956000,1,1
2,Erik,4,Rengel,0,0,0,537000,,Erik,Erik,Rengel,Rengel,0,0,0,537000,1,1
2,Erik,1,Scott,0,0,0,3000,,Erik,Erik,Scott,Scott,0,0,0,3000,1,1
7,Houman,15,Brock,0,0,0,77000,,Houman,Houman,Brock,Brock,0,0,0,77000,1,1
7,Houman,9,Cam,0,0,0,56000,,Houman,Houman,Cam,Cam,0,0,0,56000,1,1
7,Houman,6,Chad,0,0,0,141000,,Houman,Houman,Chad,Chad,0,0,0,141000,1,1
7,Houman,12,Clayton,0,0,0,19000,,Houman,Houman,Clayton,Clayton,0,0,0,19000,1,1
7,Houman,8,Dehaan,0,0,0,26000,,Houman,Houman,Dehaan,Dehaan,0,0,0,26000,1,1
7,Houman,11,Dubov,0,0,0,148000,,Houman,Houman,Dubov,Dubov,0,0,0,148000,1,1
7,Houman,14,Dylan,0,0,0,68000,,Houman,Houman,Dylan,Dylan,0,0,0,68000,1,1
7,Houman,2,Erik,0,0,0,238000,,Houman,Houman,Erik,Erik,0,0,0,238000,1,1
7,Houman,7,Houman,0,0,0,472000,,Houman,Houman,Houman,Houman,0,0,0,472000,1,1
7,Houman,3,Ian,0,0,0,166000,,Houman,Houman,Ian,Ian,0,0,0,166000,1,1
7,Houman,0,Jimmy,0,0,0,3000,,Houman,Houman,Jimmy,Jimmy,0,0,0,3000,1,1
7,Houman,5,Kimble,0,0,0,1000,,Houman,Houman,Kimble,Kimble,0,0,0,1000,1,1
7,Houman,10,Mark,0,0,0,116000,,Houman,Houman,Mark,Mark,0,0,0,116000,1,1
7,Houman,13,Matt,0,0,0,64000,,Houman,Houman,Matt,Matt,0,0,0,64000,1,1
7,Houman,4,Rengel,0,0,0,88000,,Houman,Houman,Rengel,Rengel,0,0,0,88000,1,1
3,Ian,15,Brock,0,0,0,409000,,Ian,Ian,Brock,Brock,0,0,0,409000,1,1
3,Ian,9,Cam,0,0,0,180000,,Ian,Ian,Cam,Cam,0,0,0,180000,1,1
3,Ian,6,Chad,0,0,0,854000,,Ian,Ian,Chad,Chad,0,0,0,854000,1,1
3,Ian,12,Clayton,0,0,0,101000,,Ian,Ian,Clayton,Clayton,0,0,0,101000,1,1
3,Ian,8,Dehaan,0,0,0,117000,,Ian,Ian,Dehaan,Dehaan,0,0,0,117000,1,1
3,Ian,11,Dubov,0,0,0,703000,,Ian,Ian,Dubov,Dubov,0,0,0,703000,1,1
3,Ian,14,Dylan,0,0,0,324000,,Ian,Ian,Dylan,Dylan,0,0,0,324000,1,1
3,Ian,2,Erik,0,0,0,1395000,,Ian,Ian,Erik,Erik,0,0,0,1395000,1,1
3,Ian,7,Houman,0,0,0,184000,,Ian,Ian,Houman,Houman,0,0,0,184000,1,1
3,Ian,3,Ian,0,0,0,4444000,,Ian,Ian,Ian,Ian,0,0,0,4444000,1,1
3,Ian,0,Jimmy,0,0,0,8000,,Ian,Ian,Jimmy,Jimmy,0,0,0,8000,1,1
3,Ian,10,Mark,0,0,0,452000,,Ian,Ian,Mark,Mark,0,0,0,452000,1,1
3,Ian,13,Matt,0,0,0,387000,,Ian,Ian,Matt,Matt,0,0,0,387000,1,1
3,Ian,4,Rengel,0,0,0,247000,,Ian,Ian,Rengel,Rengel,0,0,0,247000,1,1
0,Jimmy,15,Brock,0,0,0,5000,,Jimmy,Jimmy,Brock,Brock,0,0,0,5000,1,1
0,Jimmy,9,Cam,0,0,0,9000,,Jimmy,Jimmy,Cam,Cam,0,0,0,9000,1,1
0,Jimmy,6,Chad,0,0,0,13000,,Jimmy,Jimmy,Chad,Chad,0,0,0,13000,1,1
0,Jimmy,12,Clayton,0,0,0,3000,,Jimmy,Jimmy,Clayton,Clayton,0,0,0,3000,1,1
0,Jimmy,8,Dehaan,0,0,0,2000,,Jimmy,Jimmy,Dehaan,Dehaan,0,0,0,2000,1,1
0,Jimmy,11,Dubov,0,0,0,18000,,Jimmy,Jimmy,Dubov,Dubov,0,0,0,18000,1,1
0,Jimmy,14,Dylan,0,0,0,7000,,Jimmy,Jimmy,Dylan,Dylan,0,0,0,7000,1,1
0,Jimmy,2,Erik,0,0,0,8000,,Jimmy,Jimmy,Erik,Erik,0,0,0,8000,1,1
0,Jimmy,7,Houman,0,0,0,1000,,Jimmy,Jimmy,Houman,Houman,0,0,0,1000,1,1
0,Jimmy,3,Ian,0,0,0,8000,,Jimmy,Jimmy,Ian,Ian,0,0,0,8000,1,1
0,Jimmy,0,Jimmy,0,0,0,27000,,Jimmy,Jimmy,Jimmy,Jimmy,0,0,0,27000,1,1
0,Jimmy,10,Mark,0,0,0,8000,,Jimmy,Jimmy,Mark,Mark,0,0,0,8000,1,1
0,Jimmy,13,Matt,0,0,0,6000,,Jimmy,Jimmy,Matt,Matt,0,0,0,6000,1,1
0,Jimmy,4,Rengel,0,0,0,8000,,Jimmy,Jimmy,Rengel,Rengel,0,0,0,8000,1,1
5,Kimble,9,Cam,0,0,0,2000,,Kimble,Kimble,Cam,Cam,0,0,0,2000,1,1
5,Kimble,6,Chad,0,0,0,1000,,Kimble,Kimble,Chad,Chad,0,0,0,1000,1,1
5,Kimble,12,Clayton,0,0,0,1000,,Kimble,Kimble,Clayton,Clayton,0,0,0,1000,1,1
5,Kimble,11,Dubov,0,0,0,1000,,Kimble,Kimble,Dubov,Dubov,0,0,0,1000,1,1
5,Kimble,2,Erik,0,0,0,1000,,Kimble,Kimble,Erik,Erik,0,0,0,1000,1,1
5,Kimble,5,Kimble,0,0,0,2000,,Kimble,Kimble,Kimble,Kimble,0,0,0,2000,1,1
5,Kimble,13,Matt,0,0,0,4000,,Kimble,Kimble,Matt,Matt,0,0,0,4000,1,1
10,Mark,15,Brock,0,0,0,350000,,Mark,Mark,Brock,Brock,0,0,0,350000,1,1
10,Mark,9,Cam,0,0,0,191000,,Mark,Mark,Cam,Cam,0,0,0,191000,1,1
10,Mark,6,Chad,0,0,0,619000,,Mark,Mark,Chad,Chad,0,0,0,619000,1,1
10,Mark,12,Clayton,0,0,0,133000,,Mark,Mark,Clayton,Clayton,0,0,0,133000,1,1
10,Mark,8,Dehaan,0,0,0,57000,,Mark,Mark,Dehaan,Dehaan,0,0,0,57000,1,1
10,Mark,11,Dubov,0,0,0,649000,,Mark,Mark,Dubov,Dubov,0,0,0,649000,1,1
10,Mark,14,Dylan,0,0,0,227000,,Mark,Mark,Dylan,Dylan,0,0,0,227000,1,1
10,Mark,2,Erik,0,0,0,811000,,Mark,Mark,Erik,Erik,0,0,0,811000,1,1
10,Mark,7,Houman,0,0,0,95000,,Mark,Mark,Houman,Houman,0,0,0,95000,1,1
10,Mark,3,Ian,0,0,0,456000,,Mark,Mark,Ian,Ian,0,0,0,456000,1,1
10,Mark,0,Jimmy,0,0,0,6000,,Mark,Mark,Jimmy,Jimmy,0,0,0,6000,1,1
10,Mark,10,Mark,0,0,0,1886000,,Mark,Mark,Mark,Mark,0,0,0,1886000,1,1
10,Mark,13,Matt,0,0,0,253000,,Mark,Mark,Matt,Matt,0,0,0,253000,1,1
10,Mark,4,Rengel,0,0,0,224000,,Mark,Mark,Rengel,Rengel,0,0,0,224000,1,1
13,Matt,15,Brock,0,0,0,239000,,Matt,Matt,Brock,Brock,0,0,0,239000,1,1
13,Matt,9,Cam,0,0,0,235000,,Matt,Matt,Cam,Cam,0,0,0,235000,1,1
13,Matt,6,Chad,0,0,0,549000,,Matt,Matt,Chad,Chad,0,0,0,549000,1,1
13,Matt,12,Clayton,0,0,0,97000,,Matt,Matt,Clayton,Clayton,0,0,0,97000,1,1
13,Matt,8,Dehaan,0,0,0,61000,,Matt,Matt,Dehaan,Dehaan,0,0,0,61000,1,1
13,Matt,11,Dubov,0,0,0,480000,,Matt,Matt,Dubov,Dubov,0,0,0,480000,1,1
13,Matt,14,Dylan,0,0,0,198000,,Matt,Matt,Dylan,Dylan,0,0,0,198000,1,1
13,Matt,2,Erik,0,0,0,877000,,Matt,Matt,Erik,Erik,0,0,0,877000,1,1
13,Matt,7,Houman,0,0,0,68000,,Matt,Matt,Houman,Houman,0,0,0,68000,1,1
13,Matt,3,Ian,0,0,0,385000,,Matt,Matt,Ian,Ian,0,0,0,385000,1,1
13,Matt,0,Jimmy,0,0,0,5000,,Matt,Matt,Jimmy,Jimmy,0,0,0,5000,1,1
13,Matt,10,Mark,0,0,0,273000,,Matt,Matt,Mark,Mark,0,0,0,273000,1,1
13,Matt,13,Matt,0,0,0,1465000,,Matt,Matt,Matt,Matt,0,0,0,1465000,1,1
13,Matt,4,Rengel,0,0,0,223000,,Matt,Matt,Rengel,Rengel,0,0,0,223000,1,1
4,Rengel,15,Brock,0,0,0,221000,,Rengel,Rengel,Brock,Brock,0,0,0,221000,1,1
4,Rengel,9,Cam,0,0,0,160000,,Rengel,Rengel,Cam,Cam,0,0,0,160000,1,1
4,Rengel,6,Chad,0,0,0,368000,,Rengel,Rengel,Chad,Chad,0,0,0,368000,1,1
4,Rengel,12,Clayton,0,0,0,87000,,Rengel,Rengel,Clayton,Clayton,0,0,0,87000,1,1
4,Rengel,8,Dehaan,0,0,0,65000,,Rengel,Rengel,Dehaan,Dehaan,0,0,0,65000,1,1
4,Rengel,11,Dubov,0,0,0,532000,,Rengel,Rengel,Dubov,Dubov,0,0,0,532000,1,1
4,Rengel,14,Dylan,0,0,0,144000,,Rengel,Rengel,Dylan,Dylan,0,0,0,144000,1,1
4,Rengel,2,Erik,0,0,0,527000,,Rengel,Rengel,Erik,Erik,0,0,0,527000,1,1
4,Rengel,7,Houman,0,0,0,89000,,Rengel,Rengel,Houman,Houman,0,0,0,89000,1,1
4,Rengel,3,Ian,0,0,0,272000,,Rengel,Rengel,Ian,Ian,0,0,0,272000,1,1
4,Rengel,0,Jimmy,0,0,0,8000,,Rengel,Rengel,Jimmy,Jimmy,0,0,0,8000,1,1
4,Rengel,5,Kimble,0,0,0,1000,,Rengel,Rengel,Kimble,Kimble,0,0,0,1000,1,1
4,Rengel,10,Mark,0,0,0,227000,,Rengel,Rengel,Mark,Mark,0,0,0,227000,1,1
4,Rengel,13,Matt,0,0,0,211000,,Rengel,Rengel,Matt,Matt,0,0,0,211000,1,1
4,Rengel,4,Rengel,0,0,0,576000,,Rengel,Rengel,Rengel,Rengel,0,0,0,576000,1,1
4,Rengel,1,Scott,0,0,0,3000,,Rengel,Rengel,Scott,Scott,0,0,0,3000,1,1
4,Rengel,16,,0,0,0,4000,,Rengel,Rengel,,,0,0,0,4000,1,1
1,Scott,15,Brock,0,0,0,2000,,Scott,Scott,Brock,Brock,0,0,0,2000,1,1
1,Scott,9,Cam,0,0,0,1000,,Scott,Scott,Cam,Cam,0,0,0,1000,1,1
1,Scott,6,Chad,0,0,0,2000,,Scott,Scott,Chad,Chad,0,0,0,2000,1,1
1,Scott,12,Clayton,0,0,0,1000,,Scott,Scott,Clayton,Clayton,0,0,0,1000,1,1
1,Scott,11,Dubov,0,0,0,2000,,Scott,Scott,Dubov,Dubov,0,0,0,2000,1,1
1,Scott,14,Dylan,0,0,0,1000,,Scott,Scott,Dylan,Dylan,0,0,0,1000,1,1
1,Scott,2,Erik,0,0,0,3000,,Scott,Scott,Erik,Erik,0,0,0,3000,1,1
1,Scott,10,Mark,0,0,0,2000,,Scott,Scott,Mark,Mark,0,0,0,2000,1,1
1,Scott,4,Rengel,0,0,0,2000,,Scott,Scott,Rengel,Rengel,0,0,0,2000,1,1
1,Scott,1,Scott,0,0,0,1000,,Scott,Scott,Scott,Scott,0,0,0,1000,1,1
16,,11,Dubov,0,0,0,1000,,,,Dubov,Dubov,0,0,0,1000,1,1
16,,2,Erik,0,0,0,1000,,,,Erik,Erik,0,0,0,1000,1,1
16,,3,Ian,0,0,0,1000,,,,Ian,Ian,0,0,0,1000,1,1
16,,4,Rengel,0,0,0,1000,,,,Rengel,Rengel,0,0,0,1000,1,1
16,,16,,0,0,0,3000,,,,,,0,0,0,3000,1,1
